customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,TenureGroup,ChargesGroup,AvgChargesPerMonth,CustomerLifetimeValue,TotalServices,ContractRisk,PaymentRisk,HasFamily,HasInternetPhone,HighValueCustomer,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,CustomerSegment
3638-WEABW,0,0,0,0,1.0436161483629645,1,0,-0.1615829189350795,0.5405972094715441,0,4+ Years,Medium,0.01157004208370726,0.5275259124321666,0.369182623097476,1,1,1,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,New Customer
6322-HRPFA,1,0,0,1,0.6771328748826912,1,1,-0.17155370093607614,0.30464589161920075,0,4+ Years,Medium,0.011488934041492387,0.2829760300302449,0.369182623097476,3,1,1,1,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,New Customer
6865-JZNKO,0,0,1,0,-0.0965540357978854,1,0,-0.31446824295036285,-0.33054317403528505,0,2-4 Years,Medium,-0.3173189473911514,-0.2740395381564365,-0.06323933174628321,3,1,0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,New Customer
6467-CHFZW,1,0,0,1,0.5956921474426305,1,0,1.1495749141959914,1.0894663885557025,1,2-4 Years,Very High,1.3072970571531581,1.055330619801067,0.8016045779412352,3,3,1,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,High Risk
8665-UTDHZ,1,0,0,1,-1.2774445836787656,0,1,-1.1486903370337564,-0.9925128025050985,1,0-1 Year,Low,-1.4407083411972503,-0.9932935079221465,-0.9280832414338016,3,3,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,High Risk
5248-YGIJN,1,0,0,0,1.6137012404433893,1,0,0.8471278601657574,1.804335349505875,0,4+ Years,Very High,0.9242086459184262,1.862791232776932,2.098870442472513,1,1,1,1,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,New Customer
8773-HHUOZ,0,0,1,1,-0.62591876415828,1,0,-0.0020504069191315333,-0.5235661762050687,1,1-2 Years,Medium,0.054812233083608476,-0.5209298221053611,-0.06323933174628321,3,2,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,High Risk
3841-NFECX,0,1,0,0,1.5729808767233588,1,0,1.0498670941860242,1.9797105343344215,0,4+ Years,Very High,1.144882484862566,2.014188717756164,1.2340265327849944,1,1,1,1,1,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,New Customer
4929-XIHVW,1,1,0,0,-1.2367242199587352,1,0,1.0216165451832002,-0.9256937540968384,0,0-1 Year,Very High,0.048985293064494215,-0.9222866081564748,0.369182623097476,3,1,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,New Customer
6827-IEAUQ,0,0,0,1,-0.21871512695797646,1,1,0.046141706085686136,-0.17883812421567336,0,2-4 Years,High,0.25857954515829035,-0.21793613880799986,0.8016045779412352,2,2,1,1,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,New Customer
7310-EGVHZ,1,0,1,0,-1.2774445836787656,1,1,-1.481049737066981,-0.9969247568404078,0,0-1 Year,Low,-1.604591029234846,-0.9977093598976237,-1.360505196277561,3,1,0,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,New Customer
3413-BMNZE,1,1,1,0,-1.2774445836787656,1,1,-0.6484894399837535,-0.9858728112304579,0,0-1 Year,Medium,-1.194064895700669,-0.9866476506990535,-0.9280832414338016,3,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,New Customer
6234-RAAPL,0,0,0,1,1.6137012404433893,1,1,1.1678546811978192,2.193580020738542,0,4+ Years,Very High,1.3203333076202581,2.169604628033081,1.2340265327849944,1,1,1,1,1,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,New Customer
6047-YHPVI,1,0,1,0,-1.1145631287986442,1,0,0.16412929309748078,-0.8660220717117796,1,0-1 Year,High,-0.20448659776698733,-0.8527369395427105,-0.9280832414338016,3,3,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,High Risk
6572-ADKRS,0,0,1,0,0.5549717837226001,1,0,0.33363258711442517,0.5596568522000807,0,2-4 Years,High,0.5388550556687879,0.512776966834073,-0.49566128659004244,3,1,0,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,New Customer
5380-WJKOV,1,0,1,0,0.06632741908223598,1,0,1.3822264942192488,0.5600759878619349,1,2-4 Years,Very High,1.3881409724574185,0.590098534924677,1.2340265327849944,3,3,0,1,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,High Risk
8168-UQWWF,0,0,1,0,-0.8702409464784621,1,0,1.099721004191008,-0.5181394723726381,1,0-1 Year,Very High,1.083631330208515,-0.5313291535076098,0.8016045779412352,3,1,0,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,New Customer
8865-TNMNX,1,0,0,1,-0.9109613101984924,1,1,-0.5055748979694671,-0.7959602368670673,0,0-1 Year,Medium,-0.5181977918074393,-0.7878239155031971,-0.49566128659004244,2,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,New Customer
9489-DEDVP,0,0,0,1,1.5322605130033284,1,0,0.14751132309581955,1.143821665966714,0,4+ Years,High,0.31364429321084225,1.1324093160330198,0.8016045779412352,1,1,1,1,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,New Customer
9867-JCZSP,0,0,0,1,-0.62591876415828,1,1,-1.462769970065154,-0.8213069145234195,0,1-2 Years,Low,-1.1740347893849628,-0.8508602024531327,-1.360505196277561,2,2,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,New Customer
4671-VJLCL,0,0,1,0,1.247217966963116,1,0,0.5014740841312035,1.1390126357412265,0,4+ Years,High,0.554076858930365,1.2147870346355447,1.6664484876287537,1,1,0,1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,New Customer
4080-IIARD,0,0,0,0,-0.7888002190384014,1,0,0.3801629031190768,-0.5728256463587974,0,1-2 Years,High,0.36211828627918574,-0.5691950841973259,1.2340265327849944,3,3,1,1,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,High Risk
3714-NTNFO,0,0,1,0,0.6771328748826912,1,0,0.6560212051466532,0.7177812955775672,0,4+ Years,High,0.6253279303551105,0.8217541295582058,-0.06323933174628321,3,3,0,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,High Risk
5948-UJZLF,1,0,1,0,-1.2367242199587352,1,1,-0.5155456799704636,-0.9630409475452321,0,0-1 Year,Medium,-0.8758593430943373,-0.9631332389296379,-0.49566128659004244,3,2,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,High Risk
7760-OYPDY,0,0,1,0,-1.2367242199587352,1,0,0.5280628361338618,-0.9422385828542484,1,0-1 Year,High,-0.3607214270294949,-0.9354016885236417,-0.49566128659004244,3,3,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,High Risk
7639-LIAYI,1,0,1,0,0.7992939660427822,1,0,0.4981504901308714,0.855037194949041,0,4+ Years,High,0.6727599092498558,0.8246244333422659,1.2340265327849944,1,1,0,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,New Customer
2954-PIBKO,0,0,0,1,1.4915401492832983,1,0,-0.020330173920958795,0.871052589186214,0,4+ Years,Medium,0.056289778588455665,0.9479812582772189,0.8016045779412352,1,1,1,1,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,New Customer
8012-SOUDQ,0,1,1,0,0.43281069256250915,1,0,0.8471278601657574,0.6878020658691404,0,2-4 Years,Very High,0.9239326168579396,0.7070523744951881,0.369182623097476,3,3,0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,High Risk
9420-LOJKX,0,0,1,0,-0.7073594915983407,1,0,1.141265929195161,-0.3765157382092083,1,1-2 Years,Very High,0.9863942686395414,-0.35021298473341644,0.8016045779412352,3,1,0,1,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,New Customer
6575-SUVOI,0,1,0,0,-0.30015585439803716,1,0,0.1574821050968162,-0.23257572801974108,0,2-4 Years,High,0.2738197346914573,-0.23937510014894126,0.8016045779412352,3,1,1,1,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,New Customer
7495-OOKFY,0,1,0,0,-0.9924020376385531,1,0,0.5280628361338618,-0.7264278365425921,1,0-1 Year,High,0.37074163724497333,-0.7217186114303048,-0.06323933174628321,3,1,1,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,New Customer
4667-QONEA,0,1,0,1,1.125056875803025,1,0,0.33529438411459117,0.9602843656178454,0,4+ Years,High,0.4588532092450776,0.9765297412986782,1.2340265327849944,2,1,1,1,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,New Customer
1658-BYGOY,1,1,1,0,-0.5851984004382496,1,0,1.0199547481830342,-0.23261984756309426,1,1-2 Years,Very High,1.087656519037508,-0.24794185298136678,0.369182623097476,3,3,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,High Risk
8769-KKTPH,0,0,0,1,1.247217966963116,1,0,1.1595456961969886,1.7786357155026982,0,4+ Years,Very High,1.296542255750691,1.765620410056559,0.8016045779412352,2,1,1,1,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,New Customer
5067-XJQFU,1,1,0,1,1.369379058123207,1,0,1.4520219682262263,2.1162164014688924,0,4+ Years,Very High,1.526130894645151,2.1541049875991565,1.6664484876287537,2,3,1,1,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,New Customer
3957-SQXML,0,0,0,1,0.06632741908223598,1,1,-1.3231790220511994,-0.6112758283910183,0,2-4 Years,Low,-1.0981466995735218,-0.632032657808365,-0.9280832414338016,1,1,1,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,New Customer
5954-BDFSG,0,0,1,0,1.6137012404433893,1,0,1.42044782522307,2.459179671724164,0,4+ Years,Very High,1.5906274944658272,2.4112400481311878,1.2340265327849944,1,1,0,1,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,New Customer
0434-CSFON,0,0,0,0,0.5956921474426305,1,0,1.1877962451998125,1.070914120575727,0,2-4 Years,Very High,1.278583444519905,1.0791982997285208,0.8016045779412352,3,3,1,1,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,High Risk
1215-FIGMP,1,0,1,0,1.125056875803025,1,0,0.8354952811645946,1.3989870449493294,0,4+ Years,Very High,0.9931376382620716,1.3752811746842604,0.369182623097476,3,1,0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,New Customer
0526-SXDJP,1,0,0,0,1.6137012404433893,0,1,-0.7531826509942192,0.30098396952089396,0,4+ Years,Medium,-0.6057148208040543,0.33190366991853126,-0.06323933174628321,1,1,1,0,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,New Customer
0557-ASKVU,0,0,0,1,-0.5851984004382496,1,0,-0.34438058895335305,-0.5835687551652757,0,1-2 Years,Medium,-0.2845591041151809,-0.5742291554493698,-0.06323933174628321,2,1,1,1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,New Customer
5698-BQJOH,0,0,1,0,-0.9516816739185228,1,1,0.9850570111795457,-0.6276221192033394,1,0-1 Year,Very High,0.874134627333788,-0.6314585970515529,0.369182623097476,3,3,0,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,High Risk
5122-CYFXA,0,0,1,0,-1.1960038562387048,1,0,0.3502505571160864,-0.8981410992728317,0,0-1 Year,High,0.06455414842806562,-0.9068752847620596,0.8016045779412352,3,3,0,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,High Risk
8627-ZYGSZ,1,0,0,0,0.5956921474426305,1,0,0.46989994112804756,0.6046808461919123,0,2-4 Years,High,0.556987483754366,0.6309010071780856,-0.06323933174628321,2,3,1,1,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,New Customer
3410-YOQBQ,0,0,1,0,-0.055833672077855064,1,1,0.47987072312904416,0.09591633201571571,0,2-4 Years,High,0.6221649944759847,0.07755059613105031,1.2340265327849944,1,2,0,1,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,New Customer
3170-NMYVV,0,0,0,1,0.7178532386027215,1,1,-1.4827115340671475,-0.5951280755237861,0,4+ Years,Low,-1.3373658461523668,-0.5617322943587696,-1.360505196277561,1,1,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,New Customer
7410-OIEDU,1,0,1,0,-0.9109613101984924,1,0,0.5014740841312035,-0.6143421366540583,0,0-1 Year,High,0.7083896360230382,-0.6540236006462409,-0.06323933174628321,3,2,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,High Risk
2273-QCKXA,1,0,1,0,-1.2774445836787656,1,1,-0.5221928679711283,-0.9841962685830402,0,0-1 Year,Medium,-1.1317894742463825,-0.9849696269483721,-0.49566128659004244,3,2,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,High Risk
0731-EBJQB,0,0,0,1,0.7992939660427822,1,0,-1.4744025490663168,-0.5246471050172195,0,4+ Years,Low,-1.2611485733794543,-0.5381958033294766,-1.360505196277561,2,3,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,New Customer
1891-QRQSA,1,1,0,1,1.2879383306831464,1,0,1.5567151792366918,2.126209478038368,0,4+ Years,Very High,1.644068102095031,2.1473487340766764,1.6664484876287537,1,1,1,1,1,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,New Customer
8028-PNXHQ,1,0,0,1,1.2064976032430856,1,0,-1.3464441800535252,-0.37730988998956405,0,4+ Years,Low,-1.1944680991394918,-0.3427060363751054,-0.9280832414338016,1,1,1,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,New Customer
5630-AHZIL,0,0,1,1,-1.1960038562387048,1,0,-0.00869759491979612,-0.9275688346893449,0,0-1 Year,Medium,-0.4819946161773158,-0.9211826451626055,0.369182623097476,3,1,1,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,New Customer
2673-CXQEU,0,1,1,0,0.9621754209229036,1,1,1.5201556452330371,1.7028824595654368,0,4+ Years,Very High,1.5947440574443636,1.725899821537142,1.6664484876287537,2,3,0,1,1,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,New Customer
6416-JNVRK,0,0,1,0,0.5549717837226001,1,1,-0.3028356639492,0.18047143685191927,0,2-4 Years,Medium,-0.060502290007431694,0.12378456631429546,-0.49566128659004244,2,1,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,New Customer
5590-ZSKRV,0,0,0,1,-0.9924020376385531,1,1,-0.33607160395252245,-0.7930704067774397,0,0-1 Year,Medium,-0.1793579189345558,-0.8135683325202285,-0.06323933174628321,3,2,1,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,High Risk
0191-ZHSKZ,1,1,1,0,-0.0965540357978854,1,0,0.3319707901142591,-0.07434098578387156,0,2-4 Years,High,0.2966596135342153,-0.016374575387347726,0.8016045779412352,3,3,0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,High Risk
3887-PBQAO,0,0,0,1,0.5142514200025698,1,0,-1.2916048790480432,-0.46907854016399836,0,2-4 Years,Low,-1.0687658926945331,-0.4919618331462314,-0.9280832414338016,2,1,1,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,New Customer
5919-TMRGD,0,0,1,1,-1.2774445836787656,1,0,0.48485611412954227,-0.970828046947053,1,0-1 Year,High,-0.6352249294924679,-0.9715895954626766,-0.49566128659004244,3,3,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,High Risk
8108-UXRQN,0,0,0,1,-0.8702409464784621,0,1,-0.47233895796614456,-0.7564070662510192,0,0-1 Year,Medium,-0.3914494310365441,-0.7610859317916833,-0.06323933174628321,3,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,High Risk
9191-MYQKX,0,0,0,0,-1.0331224013585834,1,0,0.34526516611558833,-0.7866068936762115,1,0-1 Year,High,0.10019863307624263,-0.7743334877181144,-0.49566128659004244,3,1,1,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,New Customer
9919-YLNNG,0,0,1,0,0.3920903288424788,1,0,1.2974748472107767,0.9034363340073843,0,2-4 Years,Very High,1.362981440848723,0.9185054463409088,1.2340265327849944,3,1,0,1,1,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,New Customer
0318-ZOPWS,0,0,0,0,0.6771328748826912,1,0,-1.4827115340671475,-0.5763993293703981,0,4+ Years,Low,-1.2975732014652144,-0.5706302360893559,-1.360505196277561,1,1,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,New Customer
4445-ZJNMU,1,0,1,0,-0.9516816739185228,1,0,1.1479131171958254,-0.600488600041187,0,0-1 Year,Very High,1.0757103336200309,-0.611984689839699,0.8016045779412352,3,1,0,1,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,New Customer
4808-YNLEU,0,0,0,0,0.10704778280226633,1,0,-0.08680205392760396,-0.028390481381624946,0,2-4 Years,Medium,0.08144316988971777,-0.04607117992243122,-0.06323933174628321,2,1,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,New Customer
1862-QRWPE,0,0,0,1,0.6364125111626608,1,1,-1.4660935640654862,-0.5394933313555353,0,2-4 Years,Low,-1.228597319251448,-0.5689301330787973,-1.360505196277561,1,1,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,New Customer
2796-NNUFI,0,0,0,1,0.5549717837226001,1,0,-1.4893587220678117,-0.5968046181712038,0,2-4 Years,Low,-1.2890994204339596,-0.601386645098554,-1.360505196277561,1,2,1,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,New Customer
3016-KSVCP,1,0,0,0,-0.13727439951791576,0,1,-1.0307027500219619,-0.5605604133066375,0,2-4 Years,Low,-0.8329767063911666,-0.5744278687882662,-0.9280832414338016,3,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,High Risk
